App Name,App Size,App Review,App Category,App Rating,App Installs,App Type,App Content Rating,App Genres,Last Updated,Current App Version,Android Version,Average Sentiment Polarity,Average Sentiment Subjectivity
HTC Service DLNA,3,3484,VIDEO_PLAYERS,3.9,10000000,Free,Everyone,Video Players & Editors,03/12/2015,7.10.621414,5.0 and up,0.018377776,0.449354338
Candy Crush Saga,74,22429716,GAME,4.4,500000000,Free,Everyone,Casual,05/07/2018,1.129.0.2,4.1 and up,0.031067865,0.456292791
Candy Crush Saga,74,22426677,GAME,4.4,500000000,Free,Everyone,Casual,05/07/2018,1.129.0.2,4.1 and up,0.031067865,0.456292791
Candy Crush Saga,74,22428456,GAME,4.4,500000000,Free,Everyone,Casual,05/07/2018,1.129.0.2,4.1 and up,0.031067865,0.456292791
Candy Crush Saga,74,22430188,GAME,4.4,500000000,Free,Everyone,Casual,05/07/2018,1.129.0.2,4.1 and up,0.031067865,0.456292791
Candy Crush Saga,74,22419455,FAMILY,4.4,500000000,Free,Everyone,Casual,05/07/2018,1.129.0.2,4.1 and up,0.031067865,0.456292791
BeautyPlus Easy Photo Editor Selfie Camera,53,3157936,PHOTOGRAPHY,4.4,100000000,Free,Everyone,Photography,31/07/2018,6.9.031,4.1 and up,0.3,0.3
BeautyPlus Easy Photo Editor Selfie Camera,53,3158047,PHOTOGRAPHY,4.4,100000000,Free,Everyone,Photography,31/07/2018,6.9.031,4.1 and up,0.3,0.3
BeautyPlus Easy Photo Editor Selfie Camera,53,3156484,PHOTOGRAPHY,4.4,100000000,Free,Everyone,Photography,31/07/2018,6.9.031,4.1 and up,0.3,0.3
BeautyPlus Easy Photo Editor Selfie Camera,53,3158151,PHOTOGRAPHY,4.4,100000000,Free,Everyone,Photography,31/07/2018,6.9.031,4.1 and up,0.3,0.3
FanDuel Daily Fantasy Sports,57,29673,SPORTS,4.6,1000000,Free,Mature 17+,Sports,06/08/2018,2.46.1,5.0 and up,0.287083497,0.4659878
File Explorer,0.7,979,PRODUCTIVITY,4.1,100000,Free,Everyone,Productivity,30/09/2013,2.1.3,2.2 and up,0.259582816,0.456304348
Experian Free Credit Report,46,23130,FINANCE,4.6,1000000,Free,Everyone,Finance,12/07/2018,2.1.4,4.2 and up,0.170504371,0.527845641
4 in a Row,44.13,4257,GAME,3.8,500000,Free,Everyone,Board,13/05/2018,Varies with device,Varies with device,0.281143519,0.578103175
AD Nieuws Sport Regio Entertainment,12.65,10369,NEWS_AND_MAGAZINES,3.7,1000000,Free,Everyone,News & Magazines,28/07/2018,Varies with device,Varies with device,0.161823643,0.465806040
10 Best Foods for You,3.8,2490,HEALTH_AND_FITNESS,4,500000,Free,Everyone 10+,Health & Fitness,17/02/2017,1.9,2.3.3 and up,0.470732821,0.495454714
BBC Sport,24.18,18679,SPORTS,4.2,1000000,Free,Everyone,Sports,25/04/2018,Varies with device,Varies with device,0.166576553,0.423467290
BBC Sport,24.18,18678,SPORTS,4.2,1000000,Free,Everyone,Sports,25/04/2018,Varies with device,Varies with device,0.166576553,0.423467290
Golfshot Plus Golf GPS,25,3387,SPORTS,4.1,50000,Paid,Everyone,Sports,11/07/2018,4.18.0,4.1 and up,0.386179370,0.475311778
GRE Flashcards,20.08,13791,EDUCATION,4.5,500000,Free,Everyone,Education,06/06/2018,Varies with device,Varies with device,0.262055287,0.523789983
Happy Birthday Songs Offline,8.9,464,EVENTS,4.4,100000,Free,Everyone,Events,04/12/2017,1.3,4.1 and up,0.364705882,0.634313726
Floor Plan Creator,12.37,36639,ART_AND_DESIGN,4.1,5000000,Free,Everyone,Art & Design,14/07/2018,Varies with device,2.3.3 and up,0.264615476,0.465583928
Flightradar24 Flight Tracker,24.52,171889,TRAVEL_AND_LOCAL,4.3,10000000,Free,Everyone,Travel & Local,18/07/2018,7.8.0,Varies with device,0.196624729,0.477007879
Binaural Beats Therapy,21.64,13724,HEALTH_AND_FITNESS,4.3,1000000,Free,Everyone,Health & Fitness,17/08/2017,Varies with device,Varies with device,0.283268753,0.458734314
Google PDF Viewer,12.87,226456,PRODUCTIVITY,4.2,10000000,Free,Everyone,Productivity,09/10/2017,Varies with device,Varies with device,0.100410421,0.441286611
Google PDF Viewer,12.87,226453,PRODUCTIVITY,4.2,10000000,Free,Everyone,Productivity,09/10/2017,Varies with device,Varies with device,0.100410421,0.441286611
Google Trips Travel Planner,24.52,26871,TRAVEL_AND_LOCAL,4.1,5000000,Free,Everyone,Travel & Local,26/07/2018,1.10.0.205086730,4.1 and up,0.3,0
Hill Climb Racing 2,44.13,2750410,GAME,4.6,100000000,Free,Everyone,Racing,02/08/2018,1.17.2,4.2 and up,0.162140767,0.476328095
Hill Climb Racing 2,44.13,2750645,GAME,4.6,100000000,Free,Everyone,Racing,02/08/2018,1.17.2,4.2 and up,0.162140767,0.476328095
Hotwire Hotel Car Rental App,24.52,10323,TRAVEL_AND_LOCAL,4.3,1000000,Free,Everyone,Travel & Local,19/07/2018,Varies with device,Varies with device,0.187029446,0.459717412
File Browser by Astro File Manager,9.2,609182,PRODUCTIVITY,4.3,50000000,Free,Everyone,Productivity,02/07/2018,6.4.0,4.0 and up,0.111991793,0.452699495
Butterfly Live Wallpaper,3.5,35771,PERSONALIZATION,4.1,5000000,Free,Everyone,Personalization,04/05/2018,4.1,4.1 and up,0.390275974,0.503655303
Easy Hair Style Design,5.1,601,LIFESTYLE,4.3,100000,Free,Everyone,Lifestyle,20/12/2017,1,2.3 and up,0.490203704,0.554462963
Eat24 Food Delivery Takeout,22.06,40116,FOOD_AND_DRINK,4.3,1000000,Free,Everyone,Food & Drink,02/08/2018,Varies with device,Varies with device,0.171610521,0.547071077
Haystack TV Local World News Free,12.65,3684,NEWS_AND_MAGAZINES,4.3,100000,Free,Everyone 10+,News & Magazines,02/08/2018,Varies with device,Varies with device,0.5295,0.551611111
COOKING MAMA Lets Cook,59,528917,FAMILY,4.3,10000000,Free,Everyone,Educational;Pretend Play,26/07/2018,1.38.0,4.1 and up,0.218922086,0.505889111
COOKING MAMA Lets Cook,59,528745,FAMILY,4.3,10000000,Free,Everyone,Educational;Pretend Play,26/07/2018,1.38.0,4.1 and up,0.218922086,0.505889111
C Programming,1.8,22251,EDUCATION,4.3,1000000,Free,Everyone,Education,28/06/2015,3,2.3 and up,0.236059720,0.547315810
C Programming,1.8,22248,FAMILY,4.3,1000000,Free,Everyone,Education,28/06/2015,3,2.3 and up,0.236059720,0.547315810
C Programming,1.8,11904,EDUCATION,4.3,1000000,Free,Everyone,Education,22/08/2015,2,2.3 and up,0.236059720,0.547315810
Angry Birds Classic,97,5565856,GAME,4.4,100000000,Free,Everyone,Arcade,24/05/2018,7.9.3,4.1 and up,-0.007537395,0.534886266
Angry Birds Classic,97,5566889,GAME,4.4,100000000,Free,Everyone,Arcade,24/05/2018,7.9.3,4.1 and up,-0.007537395,0.534886266
Angry Birds Classic,97,5566908,GAME,4.4,100000000,Free,Everyone,Arcade,24/05/2018,7.9.3,4.1 and up,-0.007537395,0.534886266
Angry Birds Classic,97,5566669,GAME,4.4,100000000,Free,Everyone,Arcade,24/05/2018,7.9.3,4.1 and up,-0.007537395,0.534886266
Angry Birds Classic,97,5566805,GAME,4.4,100000000,Free,Everyone,Arcade,24/05/2018,7.9.3,4.1 and up,-0.007537395,0.534886266
CheapTickets Hotels Flights Travel Deals,24.52,6925,TRAVEL_AND_LOCAL,4.4,1000000,Free,Everyone,Travel & Local,25/07/2018,Varies with device,Varies with device,0.294198942,0.588537347
CW Seed,13,16391,FAMILY,4.5,500000,Free,Teen,Entertainment,18/07/2018,1.16,4.4 and up,0.305569334,0.517700985
CW Seed,13,16372,ENTERTAINMENT,4.5,500000,Free,Teen,Entertainment,18/07/2018,1.16,4.4 and up,0.305569334,0.517700985
Delta Dental,19.38,914,MEDICAL,3,100000,Free,Everyone,Medical,17/07/2018,4.6.0,5.0 and up,-0.084184772,0.325904762
Essential Resources,0.01,237,LIBRARIES_AND_DEMO,4.6,50000,Free,Everyone,Libraries & Demo,27/09/2017,1.02,7.1 and up,0.281419623,0.484535136
Candy Crush Jelly Saga,78,1300619,GAME,4.3,50000000,Free,Everyone,Puzzle,20/07/2018,2.1.10,4.0 and up,-0.092334358,0.481124566
Candy Crush Jelly Saga,78,1300490,GAME,4.3,50000000,Free,Everyone,Puzzle,20/07/2018,2.1.10,4.0 and up,-0.092334358,0.481124566
CityMaps2Go Plan Trips Travel Guide Offline Maps,58,64713,TRAVEL_AND_LOCAL,4.3,1000000,Free,Everyone,Travel & Local,09/06/2018,10.9.8 (Play),5.0 and up,0.317095779,0.521365215
Bloomberg Market Financial News,27,61692,NEWS_AND_MAGAZINES,4.2,10000000,Free,Everyone,News & Magazines,25/07/2018,5.9.1.1347176.a3ca6ab274,4.4 and up,0.054705447,0.337965909
Blood Pressure,7.4,33033,MEDICAL,4.2,5000000,Free,Everyone,Medical,24/07/2018,3.27.3,4.1 and up,0.444943020,0.586680912
Citi Mobile,46,78306,FINANCE,4,5000000,Free,Everyone,Finance,31/07/2018,9.9.0,4.4 and up,-0.038730655,0.498498264
Cooking Channel,16,1033,ENTERTAINMENT,4.1,100000,Free,Teen,Entertainment,27/07/2018,Varies with device,Varies with device,0.364018944,0.533577256
Fabulous Motivate Me Meditate Relax Sleep,31,205299,HEALTH_AND_FITNESS,4.6,5000000,Free,Everyone,Health & Fitness,16/07/2018,3.48,4.1 and up,0.191995942,0.526580559
Credit Sesame,11,25166,FINANCE,4.3,1000000,Free,Everyone,Finance,25/07/2018,3.1.16,4.1 and up,0.088667386,0.394203811
Gold Butterfly Keyboard Theme,9.1,10054,HOUSE_AND_HOME,4.3,1000000,Free,Everyone,House & Home,12/07/2018,6.7.12.2018,4.0.3 and up,0.430822852,0.601108521
Hill Climb Racing,63,8921451,GAME,4.4,100000000,Free,Everyone,Racing,02/07/2018,1.37.2,4.2 and up,0.090999150,0.498674500
Hill Climb Racing,63,8923587,GAME,4.4,100000000,Free,Everyone,Racing,02/07/2018,1.37.2,4.2 and up,0.090999150,0.498674500
Hill Climb Racing,63,8923847,GAME,4.4,100000000,Free,Everyone,Racing,02/07/2018,1.37.2,4.2 and up,0.090999150,0.498674500
Hill Climb Racing,63,8923818,GAME,4.4,100000000,Free,Everyone,Racing,02/07/2018,1.37.2,4.2 and up,0.090999150,0.498674500
1LINE One Line with One Touch,10,214878,GAME,4.6,10000000,Free,Everyone,Board,03/08/2018,2.0.4,4.1 and up,0.196290300,0.557315305
FreePrints Free Photos Delivered,37,109500,PHOTOGRAPHY,4.8,1000000,Free,Everyone,Photography,02/08/2018,2.18.2,4.1 and up,0.446181108,0.626680415
CheckPoints Rewards App,25,23187,SHOPPING,4.1,1000000,Free,Everyone,Shopping,21/06/2018,4.89,4.3 and up,0.276380163,0.518422799
Blogaway for Android Blogger,4.1,4253,SOCIAL,3.7,100000,Free,Teen,Social,31/05/2018,7.0.7,4.0.3 and up,0.197254489,0.359066258
Horses Live Wallpaper,7.1,28806,PERSONALIZATION,4.2,1000000,Free,Everyone,Personalization,22/05/2018,18,4.1 and up,0.345458645,0.511571068
Evernote Organizer Planner for Notes Memos,12.87,1488396,PRODUCTIVITY,4.6,100000000,Free,Everyone,Productivity,03/08/2018,Varies with device,Varies with device,0.084090239,0.522291890
Evernote Organizer Planner for Notes Memos,12.87,1488397,PRODUCTIVITY,4.6,100000000,Free,Everyone,Productivity,03/08/2018,Varies with device,Varies with device,0.084090239,0.522291890
Evernote Organizer Planner for Notes Memos,12.87,1488289,PRODUCTIVITY,4.6,100000000,Free,Everyone,Productivity,03/08/2018,Varies with device,Varies with device,0.084090239,0.522291890
Flashlight,8.77,115409,TOOLS,4.7,10000000,Free,Everyone,Tools,06/08/2018,Varies with device,Varies with device,0.405400085,0.607248299
Flashlight,4.9,162335,TOOLS,4.5,10000000,Free,Everyone,Tools,06/07/2018,8.10.1,4.0 and up,0.405400085,0.607248299
GasBuddy Find Cheap Gas,42,751551,TRAVEL_AND_LOCAL,4.6,10000000,Free,Mature 17+,Travel & Local,02/08/2018,5.2.0 21127,4.4 and up,0.272674288,0.500985599
Filters for B Live,24,2280,BEAUTY,4.4,500000,Free,Everyone,Beauty,14/05/2018,1.1.0,4.0 and up,0.168017677,0.395555556
Citizens Bank Mobile Banking,38,15192,FINANCE,4.1,1000000,Free,Everyone,Finance,23/05/2018,4.2.1,4.1 and up,0.013179055,0.493934513
Doctor Pets,21,23060,FAMILY,4.2,1000000,Free,Everyone,Educational;Education,26/07/2018,1.19,4.1 and up,0.168802083,0.514166667
Allegiant,21,5572,TRAVEL_AND_LOCAL,3.1,1000000,Free,Everyone,Travel & Local,12/07/2018,5.16.1,4.4 and up,0.233333333,0.233333333
Dating for 50 plus Mature Singles FINALLY,13,13046,DATING,4.6,500000,Free,Mature 17+,Dating,31/07/2018,4.17.2,4.1 and up,0.332539683,0.508730159
Dating for 50 plus Mature Singles FINALLY,13,13049,DATING,4.6,500000,Free,Mature 17+,Dating,31/07/2018,4.17.2,4.1 and up,0.332539683,0.508730159
Diary with lock password,9.7,179139,LIFESTYLE,4.3,5000000,Free,Everyone,Lifestyle,01/11/2017,3.5.3,4.0.3 and up,0.292266842,0.509655793
ASOS,22,181798,SHOPPING,4.7,10000000,Free,Everyone,Shopping,30/07/2018,4.4.9,4.4 and up,0.316916637,0.586404521
ASOS,22,181823,SHOPPING,4.7,10000000,Free,Everyone,Shopping,30/07/2018,4.4.9,4.4 and up,0.316916637,0.586404521
Ecobank Mobile Banking,42,12073,FINANCE,4,1000000,Free,Everyone,Finance,25/05/2018,3.3,4.2 and up,-0.014860032,0.541573018
AE Watch Full Episodes of TV Shows,19,29706,ENTERTAINMENT,4,1000000,Free,Teen,Entertainment,16/07/2018,3.1.4,4.4 and up,0.353882576,0.495463268
AE Watch Full Episodes of TV Shows,19,29708,FAMILY,4,1000000,Free,Teen,Entertainment,16/07/2018,3.1.4,4.4 and up,0.353882576,0.495463268
Free Sports TV,9.8,1802,SPORTS,4.3,100000,Free,Everyone,Sports,21/06/2018,1.4,4.0.3 and up,0.167318583,0.514126396
Doctor On Demand,19.38,18674,MEDICAL,4.7,1000000,Free,Everyone,Medical,27/07/2018,3.25.0,4.4 and up,0.388429922,0.553380266
Common Core,15,835,EDUCATION,4,100000,Free,Everyone,Education,20/12/2016,2.3.1,2.3 and up,-0.008810780,0.459995072
Farming Simulator 14,51,530854,FAMILY,4.5,10000000,Free,Everyone,Simulation;Action & Adventure,17/07/2017,1.4.4,2.3.3 and up,0.058127922,0.487419079
Farming Simulator 14,51,530904,FAMILY,4.5,10000000,Free,Everyone,Simulation;Action & Adventure,17/07/2017,1.4.4,2.3.3 and up,0.058127922,0.487419079
Call of DutyBlack Ops Zombies,46,13004,GAME,4.2,100000,Paid,Teen,Action,20/12/2016,1.0.11,2.3.3 and up,-0.162119502,0.442716049
Cool Reader,13.19,246315,BOOKS_AND_REFERENCE,4.5,10000000,Free,Everyone,Books & Reference,17/07/2015,Varies with device,1.5 and up,0.115840792,0.477369916
Hairstyles step by step,14,4369,BEAUTY,4.6,100000,Free,Everyone,Beauty,25/07/2018,1.9,4.0.3 and up,0.470913066,0.591160102
Docs To Go Free Office Suite,13.91,217730,BUSINESS,4.1,50000000,Free,Everyone,Business,02/04/2018,Varies with device,Varies with device,0.206290785,0.410571338
Apk Installer,0.29,7750,LIBRARIES_AND_DEMO,3.8,1000000,Free,Everyone,Libraries & Demo,29/06/2011,1,1.6 and up,0.193916947,0.488203463
FindSave Local Shopping,6.2,4602,SHOPPING,4,500000,Free,Everyone,Shopping,22/12/2017,3.0.0,4.1 and up,0.090959877,0.382122789
Associated Credit Union Mobile,12,3290,FINANCE,4.7,50000,Free,Everyone,Finance,30/05/2018,5.9.1.0,5.0 and up,0.388092829,0.559534864
Adobe Photoshop ExpressPhoto Editor Collage Maker,16.83,914917,PHOTOGRAPHY,4.2,50000000,Free,Everyone,Photography,22/07/2018,5.0.508,4.4 and up,0.185388498,0.486466274
Adobe Photoshop ExpressPhoto Editor Collage Maker,16.83,914804,PHOTOGRAPHY,4.2,50000000,Free,Everyone,Photography,22/07/2018,5.0.508,4.4 and up,0.185388498,0.486466274
Championat,24.18,36490,SPORTS,4.3,1000000,Free,Everyone,Sports,25/07/2018,Varies with device,Varies with device,0.198448064,0.367367780
BankMobile Vibe App,23,14627,FINANCE,4.3,1000000,Free,Everyone,Finance,09/07/2018,5.1,4.1 and up,0.353454577,0.564609919
Baby Pandas Juice Shop,45,19230,FAMILY,4.5,5000000,Free,Everyone,Educational;Brain Games,12/07/2018,8.25.10.01,4.0.3 and up,0.108333333,0.491666667
Galaxy Attack Alien Shooter,44.13,506275,GAME,4.6,10000000,Free,Everyone,Arcade,01/08/2018,5.66,4.1 and up,0.077289751,0.466582181
Galaxy Attack Alien Shooter,44.13,506593,GAME,4.6,10000000,Free,Everyone,Arcade,01/08/2018,5.66,4.1 and up,0.077289751,0.466582181
Comptia A 220901 220902,5.7,174,FAMILY,4.4,10000,Free,Everyone,Education,19/04/2018,2.0.7,4.1 and up,0.500792282,0.559844007
FUN Keyboard Emoji Keyboard StickerTheme GIF,27,12089,PERSONALIZATION,4.7,500000,Free,Everyone,Personalization,03/07/2018,1.2.5,4.0 and up,0.25675,0.343287037
Calorie Counter Macros,5.5,3061,HEALTH_AND_FITNESS,4,100000,Free,Everyone,Health & Fitness,27/08/2016,2.3.4,5.0 and up,0.247518682,0.512675395
Health and Nutrition Guide,3.3,7895,HEALTH_AND_FITNESS,4.3,500000,Free,Everyone,Health & Fitness,15/07/2018,3.3,4.0 and up,0.391510771,0.518358489
Hitwe meet people and chat,21,243950,DATING,4.2,10000000,Free,Mature 17+,Dating,10/05/2018,4.3.2,4.1 and up,-0.139456019,0.694104938
Dumb Ways to Die 2 The Games,27.93,1671658,FAMILY,4.2,50000000,Free,Teen,Casual,12/07/2018,Varies with device,Varies with device,0.027208249,0.469423238
Hotels Combined Cheap deals,12,17202,TRAVEL_AND_LOCAL,4.1,5000000,Free,Everyone,Travel & Local,13/11/2017,4.9.2,4.1 and up,0.160785384,0.353099647
Google Handwriting Input,8.77,94427,TOOLS,4.3,10000000,Free,Everyone,Tools,02/08/2018,Varies with device,Varies with device,0.254108187,0.393298471
Chat Rooms Avatars Date Galaxy,15.83,135420,DATING,4.3,10000000,Free,Mature 17+,Dating,07/07/2018,Varies with device,Varies with device,0.138052486,0.421064418
Chat Rooms Avatars Date Galaxy,15.83,135418,DATING,4.3,10000000,Free,Mature 17+,Dating,07/07/2018,Varies with device,Varies with device,0.138052486,0.421064418
HESI A2 Pocket Prep,28,2108,MEDICAL,4.3,50000,Free,Everyone,Medical,02/05/2018,4.5.1,4.4 and up,0.379146825,0.468961640
HD Camera Ultra,1.5,462152,PHOTOGRAPHY,4.3,10000000,Free,Everyone,Photography,17/10/2015,2.3.1,Varies with device,0.154698669,0.569518112
Facebook Lite,16.88,8606259,SOCIAL,4.3,500000000,Free,Teen,Social,01/08/2018,Varies with device,Varies with device,-0.000991088,0.456127220
Facebook Lite,16.88,8595964,SOCIAL,4.3,500000000,Free,Teen,Social,01/08/2018,Varies with device,Varies with device,-0.000991088,0.456127220
Acorn TV Worldclass TV from Britain and Beyond,23,493,ENTERTAINMENT,3,50000,Free,Everyone,Entertainment,15/06/2018,2.0.0,4.4 and up,0.086058391,0.507037769
BBVA Compass Banking,50,5905,FINANCE,4.3,500000,Free,Everyone,Finance,27/07/2018,6.0.2,4.4 and up,0.205590224,0.482443311
Cricket Visual Voicemail,5.1,13698,COMMUNICATION,3.9,10000000,Free,Everyone,Communication,02/07/2018,3.2.0.100171,4.1 and up,0.062002592,0.419542470
Find Dining Restaurant Finder,26,427,TRAVEL_AND_LOCAL,4.1,100000,Free,Everyone,Travel & Local,21/03/2016,1.2.1,4.1 and up,0.33946793,0.477599611
Free TV Shows AppNews TV Series Episode Movies,11,29706,NEWS_AND_MAGAZINES,4.6,1000000,Free,Teen,News & Magazines,02/08/2018,2.71,4.1 and up,0.271555322,0.590724743
Fuelio Gas log costs,20.04,65786,AUTO_AND_VEHICLES,4.6,1000000,Free,Everyone,Auto & Vehicles,02/08/2018,Varies with device,4.0.3 and up,0.440864868,0.531634789
Baby ABC in box Kids alphabet games for toddlers,53,9652,FAMILY,4.6,1000000,Free,Everyone,Educational;Education,16/07/2018,2.0.7.4,4.1 and up,0.285775126,0.494719102
HTC ServiceVideo Player,16.08,6449,VIDEO_PLAYERS,4.2,5000000,Free,Everyone,Video Players & Editors,13/02/2015,6.5.852058,5.0 and up,0.031498869,0.477396784
Boxed Wholesale,15.9,6380,SHOPPING,3.8,1000000,Free,Everyone,Shopping,02/08/2018,Varies with device,Varies with device,0.2870085,0.485746107
Add Text To Photo,1.6,21578,PHOTOGRAPHY,4.1,1000000,Free,Everyone,Photography,08/09/2017,1.1.3,2.3 and up,0.229703248,0.400762692
GPS Traffic Speedcam Route Planner by ViaMichelin,29,63920,MAPS_AND_NAVIGATION,4.3,5000000,Free,Everyone,Maps & Navigation,28/07/2018,7.16.8,4.0.3 and up,0.272477883,0.464245058
BigOven Recipes Meal Planner Grocery List More,76,31986,FOOD_AND_DRINK,4.3,1000000,Free,Teen,Food & Drink,23/11/2017,5.7.23,5.0 and up,0.328222403,0.499782141
Daily Workouts Exercise Fitness Routine Trainer,21.64,134195,HEALTH_AND_FITNESS,4.4,10000000,Free,Everyone,Health & Fitness,14/06/2018,Varies with device,Varies with device,0.8,0.75
Fresh EBT Food Stamp Balance,7.4,19870,FINANCE,4.5,1000000,Free,Everyone,Finance,24/07/2018,2.9.5,4.0.3 and up,0.159727405,0.424738032
Free phone calls free texting SMS on free number,35,412888,SOCIAL,4.5,10000000,Free,Everyone,Social,31/07/2018,3.8.1,4.1 and up,0.229604202,0.523120157
Free phone calls free texting SMS on free number,35,412725,SOCIAL,4.5,10000000,Free,Everyone,Social,31/07/2018,3.8.1,4.1 and up,0.229604202,0.523120157
Bank of America Mobile Banking,53,341090,FINANCE,4.4,10000000,Free,Everyone,Finance,31/07/2018,7.8.8,4.4 and up,0.180026829,0.485003865
FINAL FANTASY BRAVE EXVIUS,83,745684,GAME,4.6,5000000,Free,Teen,Role Playing,17/07/2018,3.0.2,4.0.3 and up,0.070815485,0.531480150
Family Locator GPS Tracker,45,726074,LIFESTYLE,4.4,10000000,Free,Everyone,Lifestyle,02/08/2018,16.7.1,4.4 and up,0.358575352,0.544876958
Barcode Scanner,9.4,3945,LIBRARIES_AND_DEMO,4.2,500000,Free,Everyone,Libraries & Demo,09/01/2018,4.2.2,3.2 and up,0.386270134,0.483582056
Gyft Mobile Gift Card Wallet,14,9701,SHOPPING,4.1,500000,Free,Everyone,Shopping,25/07/2018,2.4.0,4.4 and up,-0.033643553,0.525325617
Homescapes,44.13,3093358,GAME,4.6,10000000,Free,Everyone,Casual,13/07/2018,1.8.0.900,4.0.3 and up,0.038252644,0.524581284
Homescapes,44.13,3093932,GAME,4.6,10000000,Free,Everyone,Casual,13/07/2018,1.8.0.900,4.0.3 and up,0.038252644,0.524581284
Golf GPS by SwingxSwing,24.18,37167,SPORTS,4.6,1000000,Free,Everyone,Sports,30/07/2018,Varies with device,4.4 and up,0.204678551,0.457676517
Debonairs Pizza,8.4,3320,FOOD_AND_DRINK,3.8,500000,Free,Everyone,Food & Drink,04/08/2018,1.9.117,4.0.3 and up,0.046527778,0.605416666
Backgrounds HD Wallpapers,11.29,2390185,PERSONALIZATION,4.6,100000000,Free,Teen,Personalization,04/08/2018,Varies with device,Varies with device,0.309153830,0.560009810
Backgrounds HD Wallpapers,3,202474,PERSONALIZATION,4.7,10000000,Free,Teen,Personalization,09/08/2017,2.6.0,4.0 and up,0.309153830,0.560009810
Backgrounds HD Wallpapers,11.29,2390099,PERSONALIZATION,4.6,100000000,Free,Teen,Personalization,04/08/2018,Varies with device,Varies with device,0.309153830,0.560009810
BeyondMenu Food Delivery,22.06,51543,FOOD_AND_DRINK,4.7,1000000,Free,Everyone,Food & Drink,01/08/2018,Varies with device,Varies with device,0.408742690,0.617680312
BeyondMenu Food Delivery,22.06,51517,FOOD_AND_DRINK,4.7,1000000,Free,Everyone,Food & Drink,01/08/2018,Varies with device,Varies with device,0.408742690,0.617680312
Android Auto Maps Media Messaging Voice,16,271920,AUTO_AND_VEHICLES,4.2,10000000,Free,Teen,Auto & Vehicles,11/07/2018,Varies with device,5.0 and up,0.287792304,0.544743496
Football Live Scores,6.5,107724,SPORTS,4.5,5000000,Free,Everyone,Sports,31/07/2018,1004,4.0 and up,0.405025889,0.530954715
Bike Computer GPS Cycling Tracker,4.3,12029,HEALTH_AND_FITNESS,4.4,1000000,Free,Everyone,Health & Fitness,04/08/2018,2.6,4.2 and up,0.281978404,0.476914428
ASUS Calling Screen,12.87,102451,PRODUCTIVITY,4.2,10000000,Free,Everyone,Productivity,15/03/2018,Varies with device,Varies with device,0.063163931,0.415329561
ASUS Cover for ZenFone 2,9.8,43960,PERSONALIZATION,4.4,10000000,Free,Everyone,Personalization,01/12/2017,2.0.0.39_171124,5.0 and up,0.076388889,0.443055555
ABC Preschool Free,25,27572,EDUCATION,3.8,5000000,Free,Everyone,Education;Education,25/10/2017,3,2.3 and up,0.220804880,0.422970679
Facebook Ads Manager,13.91,19023,BUSINESS,4.1,1000000,Free,Everyone,Business,01/08/2018,99.0.0.35.75,4.1 and up,0.203400536,0.319262729
Facebook Ads Manager,13.91,19051,BUSINESS,4.1,1000000,Free,Everyone,Business,01/08/2018,99.0.0.35.75,4.1 and up,0.203400536,0.319262729
Couch to 10K Running Trainer,48,10445,HEALTH_AND_FITNESS,4.6,500000,Free,Everyone,Health & Fitness,02/07/2018,112,4.4 and up,0.337378791,0.520526265
2RedBeans,32,337,DATING,4,10000,Free,Mature 17+,Dating,31/07/2018,2.8.0,4.3 and up,0.412199179,0.597868448
BEST CAR SOUNDS,38,348,AUTO_AND_VEHICLES,4.3,100000,Free,Everyone,Auto & Vehicles,29/07/2018,1.0.3,2.3 and up,0.307698608,0.528289653
Avakin Life 3D virtual world,91,1275373,FAMILY,4.4,10000000,Free,Teen,Role Playing,03/07/2018,1.021.10,4.1 and up,0.080859167,0.505326207
Candy Smash,15,11436,FAMILY,4.5,1000000,Free,Everyone,Casual;Brain Games,17/04/2018,2.2.3169,4.0.3 and up,0.157267361,0.516211806
GroupMe,11.66,330761,COMMUNICATION,4.5,10000000,Free,Everyone,Communication,03/07/2018,Varies with device,Varies with device,0.118440041,0.518137447
Doodle Jump,44.13,1083571,GAME,4.3,50000000,Free,Everyone,Arcade,20/07/2018,Varies with device,Varies with device,0.113630003,0.518185105
Farm Heroes Saga,70,7614407,GAME,4.4,100000000,Free,Everyone,Casual,26/07/2018,5.1.8,2.3 and up,-0.011810532,0.444434353
Farm Heroes Saga,71,7615646,FAMILY,4.4,100000000,Free,Everyone,Casual,07/08/2018,5.2.6,2.3 and up,-0.011810532,0.444434353
Farm Heroes Saga,70,7614415,GAME,4.4,100000000,Free,Everyone,Casual,26/07/2018,5.1.8,2.3 and up,-0.011810532,0.444434353
Farm Heroes Saga,70,7614130,GAME,4.4,100000000,Free,Everyone,Casual,26/07/2018,5.1.8,2.3 and up,-0.011810532,0.444434353
Farm Heroes Saga,70,7614271,GAME,4.4,100000000,Free,Everyone,Casual,26/07/2018,5.1.8,2.3 and up,-0.011810532,0.444434353
Color Road,71,84911,GAME,4.1,10000000,Free,Everyone,Arcade,19/07/2018,2.5.0,4.1 and up,-0.059356757,0.454017257
Blood Donor,20,4476,MEDICAL,4.2,500000,Free,Everyone,Medical,31/07/2018,1.6.2,4.1 and up,0.205221449,0.364182148
